"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"HOMESFY","Homesfy Realty Limited","7(2)","Ashish Kukreja","Promoters","Equity Shares","1554912","48.2",,"2400","375780","Buy","Equity Shares","1557312","48.27","11-Feb-2026","12-Feb-2026","12-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","12-Feb-2026 17:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193696_1624269_12022026054230_WEB.xml"
"IDEAFORGE","Ideaforge Technology Limited","7(2)","Ezhilan Nanmaran","Employees/Designated Employees",,"-","0",,,"-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","-","-","12-Feb-2026 17:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193694_1624242_12022026052930_WEB.xml"
"HFCL","HFCL Limited","7(2)","HFCL Employees Trust","Other","Equity Shares","415100","0.03",,"44000","908600","Sell","Equity Shares","371100","0.02","11-Feb-2026","11-Feb-2026","12-Feb-2026","Off Market","-","-","0","0","0","0","NA","-","12-Feb-2026 17:02","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193693_1624171_12022026050233_WEB.xml"
"NAHARCAP","Nahar Capital and Financial Services Limited","7(2)","CLOSETTRUNK PRIVATE LIMITED","Promoter Group","Equity Shares","52068","0.31",,"13700","3456887","Buy","Equity Shares","65768","0.39","10-Feb-2026","11-Feb-2026","12-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","12-Feb-2026 15:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193690_1624018_12022026034450_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","873461","1.85",,"4825","18944254","Buy","Equity Shares","878286","1.86","11-Feb-2026","11-Feb-2026","11-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","12-Feb-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193688_1624013_12022026034146_WEB.xml"
"INFY","Infosys Limited","7(2)","Infosys Employee Benefits Trust","Other","Equity Shares","8966124","0.22",,"63700","95285467","Sell","Equity Shares","8902424","0.21","10-Feb-2026","10-Feb-2026","11-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","12-Feb-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193687_1624011_12022026034115_WEB.xml"
"INFY","Infosys Limited","7(2)","Infosys Employee Benefits Trust","Other","Equity Shares","8976297","0.22",,"10173","15231016","Sell","Equity Shares","8966124","0.22","09-Feb-2026","09-Feb-2026","10-Feb-2026","Off Market","-","-","0","0","0","0","NA","-","12-Feb-2026 15:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193687_1624011_12022026034115_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Info Edge Employees Stock Option Plan Trust","Other","Equity Shares","913668","0.14",,"459","918","Sell","Equity Shares","913209","0.14","10-Feb-2026","10-Feb-2026","11-Feb-2026","ESOP","-","-","0","0","0","0","NA","-","12-Feb-2026 15:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193684_1623988_12022026033325_WEB.xml"
"TEMBO","Tembo Global Industries Limited","7(2)","Mr. Sanjay Jashbhai Patel","Promoters","Equity Shares","1407850","7.59",,"50000","4","Pledge","Equity Shares","1407850","7.59","10-Feb-2026","10-Feb-2026","12-Feb-2026","Pledge Creation","-","-","0","0","0","0","NSE","-","12-Feb-2026 15:04","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193682_1623948_12022026030456_WEB.xml"
"NCC","NCC Limited","7(2)","A V S R Holdings Private Limited","Promoters","Equity Shares","67815353","10.8",,"24630","3841296","Buy","Equity Shares","67839983","10.81","10-Feb-2026","11-Feb-2026","12-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","12-Feb-2026 14:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193680_1623926_12022026024637_WEB.xml"
"RILINFRA","Rachana Infrastructure Limited","7(2)","BHAMINI INFRASTRUCTURE PRIVATE LIMITED","Promoter Group","Equity Shares","503700","2.71",,"3000","108510","Buy","Equity Shares","506700","2.72","11-Feb-2026","11-Feb-2026","12-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","12-Feb-2026 14:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193679_1623923_12022026024353_WEB.xml"
"GALLANTT","Gallantt Ispat Limited","7(2)","Gallantt Industry Private Limited","Promoter Group","Equity Shares","2204801","0.91",,"38109","21897389","Buy","Equity Shares","2242910","0.93","10-Feb-2026","10-Feb-2026","12-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","12-Feb-2026 13:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193676_1623907_12022026015520_WEB.xml"
"UHTL","United Heat Transfer Limited","7(2)","Praketa Yogesh Patil","Promoter Group","Equity Shares","12150","0.06",,"240000","0","Buy","Equity Shares","252150","1.33","07-Feb-2026","07-Feb-2026","10-Feb-2026","Gift","-","-","0","0","0","0","NSE","-","12-Feb-2026 13:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193674_1623904_12022026015405_WEB.xml"
"UHTL","United Heat Transfer Limited","7(2)","Meenal Yogesh Patil","Promoter Group","Equity Shares","705000","3.71",,"240000","0","Sell","Equity Shares","465000","2.45","07-Feb-2026","07-Feb-2026","10-Feb-2026","Gift","-","-","0","0","0","0","NSE","-","12-Feb-2026 13:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193674_1623904_12022026015405_WEB.xml"
"KPITTECH","KPIT Technologies Limited","7(2)","Rajesh Janwadkar","Employees/Designated Employees","Equity Shares","74625","0.03",,"10000","9635700","Sell","Equity Shares","64625","0.02","09-Feb-2026","09-Feb-2026","10-Feb-2026","ESOP","-","-","0","0","0","0","NSE","-","12-Feb-2026 13:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193672_1623886_12022026012025_WEB.xml"
"KPITTECH","KPIT Technologies Limited","7(2)","KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST","Other","Equity Shares","1999724","0.73",,"20840","20040561","Sell","Equity Shares","1978884","0.72","09-Feb-2026","09-Feb-2026","10-Feb-2026","ESOP","-","-","0","0","0","0","NSE","-","12-Feb-2026 13:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193670_1623883_12022026011504_WEB.xml"
"RILINFRA","Rachana Infrastructure Limited","7(2)","ISHITA PRAKASH RAVAL","Promoter Group","Equity Shares","379590","2.04",,"1500","54120","Buy","Equity Shares","381090","2.05","11-Feb-2026","11-Feb-2026","12-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","12-Feb-2026 13:02","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193668_1623873_12022026010252_WEB.xml"
"SARLAPOLY","Sarla Performance Fibers Limited","7(2)","Hindustan Cotton Company","Promoter Group","Equity Shares","47657207","57.07",,"30000","2390705","Buy","Equity Shares","47687207","57.11","11-Feb-2026","11-Feb-2026","12-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","12-Feb-2026 12:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193666_1623848_12022026122844_WEB.xml"
"RILINFRA","Rachana Infrastructure Limited","7(2)","GIRISHKUMAR OCHCHHAVLAL RAVAL","Promoters","Equity Shares","6027081","32.39",,"700","24724","Buy","Equity Shares","6027781","32.4","11-Feb-2026","11-Feb-2026","12-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","12-Feb-2026 12:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193664_1623841_12022026121503_WEB.xml"
"RILINFRA","Rachana Infrastructure Limited","7(2)","BRIJESH GIRISHBHAI RAVAL","Promoter Group","Equity Shares","1496400","8.04",,"2000","69420","Buy","Equity Shares","1498400","8.05","10-Feb-2026","10-Feb-2026","11-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","12-Feb-2026 11:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193662_1623824_12022026113618_WEB.xml"
"INDOUS","Indo Us Biotech Limited","7(2)","INDO US AGRISEEDS LIMITED","Promoter Group","Equity Shares","1944569","9.7",,"75000","9750000","Sell","Equity Shares","1869569","9.32","11-Feb-2026","11-Feb-2026","12-Feb-2026","Market Sale","-","-","0","0","0","0","BSE,NSE","-","12-Feb-2026 11:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193660_1623813_12022026110559_WEB.xml"
"SKMEGGPROD","SKM Egg Products Export (India) Limited","7(2)","SKM SHREE SHIVKUMAR","Key Managerial Personnel","Equity Shares","23972278","45.52",,"1","184","Sell","Equity Shares","23972277","45.52","11-Feb-2026","11-Feb-2026","12-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","12-Feb-2026 10:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193658_1623807_12022026103002_WEB.xml"
"SKMEGGPROD","SKM Egg Products Export (India) Limited","7(2)","SKM SHREE SHIVKUMAR","Key Managerial Personnel","Equity Shares","23972277","45.52",,"7001","1283843","Buy","Equity Shares","23979278","45.54","11-Feb-2026","11-Feb-2026","12-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","12-Feb-2026 10:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193658_1623807_12022026103002_WEB.xml"
"NIITMTS","Niit Learning Systems Limited","7(2)","Devenderjit Singh Chadha","-","Equity Shares","25000","0.02",,"25000","9524545","Sell","Equity Shares","Nil","0","09-Feb-2026","10-Feb-2026","11-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2026 22:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193656_1623791_11022026103741_WEB.xml"
"GANESHIN","Ganesh Infraworld Limited","7(2)","Rachita Agrawal","Promoters","Equity Shares","11499885","26.91",,"38400","4224534","Sell","Equity Shares","11461485","26.82","11-Feb-2026","11-Feb-2026","11-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2026 21:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193654_1623763_11022026094946_WEB.xml"
"ARVINDPORT","ARVIND PORT AND INFRA LIMITED","7(2)","VINIT ARVIND SHAH","Promoters","Equity Shares","1126500","6.33",,"6000","189000","Buy","Equity Shares","1132500","6.36","05-Feb-2026","05-Feb-2026","09-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","11-Feb-2026 18:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193652_1623510_11022026063237_WEB.xml"
"ARVINDPORT","ARVIND PORT AND INFRA LIMITED","7(2)","VINIT ARVIND SHAH","Promoters","Equity Shares","1132500","6.36",,"3000","96450","Buy","Equity Shares","1135500","6.38","09-Feb-2026","09-Feb-2026","11-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","11-Feb-2026 18:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193652_1623510_11022026063237_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c","Other","Equity Shares","4789547","0.2",,"1302","1621004","Sell","Equity Shares","4788245","0.2","09-Feb-2026","09-Feb-2026","11-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2026 18:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193650_1623462_11022026061506_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","4790061","0.2",,"514","631706","Sell","Equity Shares","4789547","0.2","06-Feb-2026","06-Feb-2026","09-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2026 18:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193650_1623462_11022026061506_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","4788245","0.2",,"489","608834","Sell","Equity Shares","4787756","0.2","09-Feb-2026","09-Feb-2026","11-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2026 18:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193650_1623462_11022026061506_WEB.xml"
"PARADEEP","Paradeep Phosphates Limited","7(2)","Zuari Maroc Phosphates Pvt Ltd","Promoters","Equity Shares","521241697","50.22",,"485000","62657150","Buy","Equity Shares","521726697","50.26","09-Feb-2026","09-Feb-2026","11-Feb-2026","Market Purchase","-","-","0","0","0","0","BSE","-","11-Feb-2026 18:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193648_1623456_11022026061227_WEB.xml"
"PARADEEP","Paradeep Phosphates Limited","7(2)","Zuari Maroc Phosphates Pvt Ltd","Promoters","Equity Shares","521726697","50.26",,"515000","66532850","Buy","Equity Shares","522241697","50.31","09-Feb-2026","09-Feb-2026","11-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","11-Feb-2026 18:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193648_1623456_11022026061227_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Swati Tushar Dahibawakar","-","Equity Shares","14202","0",,"500","2000000","Sell","Equity Shares","13702","0","10-Feb-2026","10-Feb-2026","11-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2026 17:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193646_1623413_11022026054849_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Hitesh Bachubhai Shah","-","Equity Shares","422500","0.06",,"1500","5962505","Sell","Equity Shares","421000","0.06","09-Feb-2026","10-Feb-2026","11-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2026 17:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193646_1623413_11022026054849_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Rajeshkumar Jain","-","Equity Shares","279656","0.04",,"1836","7351344","Sell","Equity Shares","277820","0.04","11-Feb-2026","11-Feb-2026","11-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2026 17:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193646_1623413_11022026054849_WEB.xml"
"GALLANTT","Gallantt Ispat Limited","7(2)","Gallantt Industry Private Limited","Promoter Group","Equity Shares","2174089","0.9",,"30712","17638107","Buy","Equity Shares","2204801","0.91","09-Feb-2026","09-Feb-2026","11-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","11-Feb-2026 17:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193644_1623334_11022026050533_WEB.xml"
"CAMPUS","Campus Activewear Limited","7(2)","Uplaksh Tewary","-","Equity Shares","13404","0",,"12000","3288000","Sell","Equity Shares","1404","0","09-Feb-2026","09-Feb-2026","10-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2026 16:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193642_1623301_11022026044334_WEB.xml"
"CAMPUS","Campus Activewear Limited","7(2)","Uplaksh Tewary","-","Equity Shares","1404","0",,"450","126450","Sell","Equity Shares","954","0","10-Feb-2026","10-Feb-2026","10-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2026 16:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193642_1623301_11022026044334_WEB.xml"
"CAMPUS","Campus Activewear Limited","7(2)","Gaurav Sharma","-","Equity Shares","24020","0.01",,"10000","2800000","Sell","Equity Shares","14020","0","10-Feb-2026","10-Feb-2026","10-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2026 16:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193642_1623301_11022026044334_WEB.xml"
"CAMPUS","Campus Activewear Limited","7(2)","Sanjay Chhabra","Key Managerial Personnel","Equity Shares","38000","0.01",,"2000","560020","Sell","Equity Shares","36000","0.01","10-Feb-2026","10-Feb-2026","10-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2026 16:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193642_1623301_11022026044334_WEB.xml"
"CAMPUS","Campus Activewear Limited","7(2)","Sanjay Chhabra","Key Managerial Personnel","Equity Shares","39000","0.01",,"1000","276560","Sell","Equity Shares","38000","0.01","09-Feb-2026","09-Feb-2026","10-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2026 16:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193642_1623301_11022026044334_WEB.xml"
"CAMPUS","Campus Activewear Limited","7(2)","Sanjay Chhabra","Key Managerial Personnel","Equity Shares","40000","0.01",,"1000","278240","Sell","Equity Shares","39000","0.01","06-Feb-2026","06-Feb-2026","09-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2026 16:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193642_1623301_11022026044334_WEB.xml"
"CAMPUS","Campus Activewear Limited","7(2)","Gaurav Sharma","-","Equity Shares","34020","0.01",,"10000","2760000","Sell","Equity Shares","24020","0.01","09-Feb-2026","09-Feb-2026","10-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2026 16:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193642_1623301_11022026044334_WEB.xml"
"AFFLE","Affle 3i Limited","7(2)","Anuj Kumar","Director","Equity Shares","5","0",,"48000","79570031","Buy","Equity Shares","48005","0.03","10-Feb-2026","11-Feb-2026","11-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","11-Feb-2026 16:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193640_1623295_11022026044050_WEB.xml"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","Jitender Sharma","Employees/Designated Employees","Equity Shares","3220","0",,"2470","3568903","Pledge","Equity Shares","3220","0","09-Feb-2026","09-Feb-2026","10-Feb-2026","Pledge Creation","-","-","0","0","0","0","NA","-","11-Feb-2026 15:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193638_1623217_11022026033224_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","871202","1.85",,"9067","37896474","Buy","Equity Shares","880269","1.87","09-Feb-2026","09-Feb-2026","10-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","11-Feb-2026 15:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193637_1623194_11022026031851_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","880269","1.87",,"6808","27085713","Sell","Equity Shares","873461","1.85","10-Feb-2026","10-Feb-2026","10-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2026 15:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193637_1623194_11022026031851_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","873415","1.85",,"6991","31448834","Buy","Equity Shares","880406","1.87","05-Feb-2026","05-Feb-2026","09-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","11-Feb-2026 15:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193637_1623194_11022026031851_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","880406","1.87",,"9204","38893700","Sell","Equity Shares","871202","1.85","06-Feb-2026","06-Feb-2026","10-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","11-Feb-2026 15:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193637_1623194_11022026031851_WEB.xml"
